,index,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,quanityPurchased
36,20,075925306254,,1,1,False,1,
37,20,075925306254,,10.00,10.00,False,2,
38,20,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,False,3,
39,20,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,False,4,
40,20,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,False,5,
41,22,4011,ITEM NOT FOUND,21.00,21.00,False,1,
42,23,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1,1,,1,
43,23,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1,1,,2,
44,25,4011,ITEM NOT FOUND,27.00,27.00,False,1,
45,27,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,False,1,
46,28,,DELETED ITEM,1,1,,1,
47,28,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,,2,
48,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,1,
49,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,2,
50,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,3,
51,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,4,
52,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,5,
53,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,6,
54,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,7,
55,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,8,
56,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,9,
57,30,087684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,10,
58,31,071040063102,,0.99,0.99,,1,
59,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,1,
60,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,2,
61,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,3,
62,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,4,
63,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,5,
64,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,6,
65,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,7,
66,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,8,
67,32,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9.99,,9,
68,33,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1,1,,1,
69,34,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1,1,,1,
70,35,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,1,
71,35,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,2,
72,35,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,3,
73,35,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,4,
74,35,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,5,
75,36,021000012961,,1,1,,1,
76,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,1,
77,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,2,
78,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,3,
79,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,4,
80,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,5,
81,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,6,
82,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,7,
83,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,8,
84,37,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,9,
85,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,1,
86,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,2,
87,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,3,
88,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,4,
89,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,5,
90,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,6,
91,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,7,
92,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,8,
93,38,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,9,
94,39,021000059232,,10,10,,1,
95,40,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,,1,
96,41,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,,1,
97,42,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,1,
98,42,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,2,
99,42,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,3,
100,42,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,4,
101,42,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,5,
102,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,1,
103,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,2,
104,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,3,
105,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,4,
106,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,5,
107,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,6,
108,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,7,
109,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,8,
110,43,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,9,
111,44,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,1,
112,44,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,2,
113,44,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,3,
114,44,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,4,
115,44,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,5,
116,45,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,1,
117,45,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,2,
118,45,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,3,
119,45,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,4,
120,45,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,5,
121,46,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,1,
122,46,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,2,
123,46,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,3,
124,46,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,4,
125,46,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,5,
126,47,044000000745,-Cheddar,1.00,1.00,,1030,
127,48,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,
128,49,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,1,
129,49,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,2,
130,49,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,3,
131,49,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,4,
132,50,021000057832,,1,1,,1,
133,51,021000002917,,10,10,,1,
134,52,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10,10,,1,
135,53,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,,1,
136,54,070085046583,,9.99,9.99,,1,
137,54,070085046583,,9.99,9.99,,2,
138,54,070085046583,,9.99,9.99,,3,
139,54,070085046583,,9.99,9.99,,4,
140,54,070085046583,,9.99,9.99,,5,
141,55,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1,1,,1,
142,56,021000055920,,1,1,,1,
143,57,021000051885,,0.99,0.99,,1,
144,58,071040063102,,9.99,9.99,,1,
145,60,4011,ITEM NOT FOUND,25.00,25.00,False,1,
146,62,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,,0,
147,62,,thindust summer face mask - sun protection neck gaiter for outdooractivities,11.99,11.99,,1,
148,63,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,,1,
149,65,4011,ITEM NOT FOUND,29.00,29.00,False,1,
150,66,043000012871,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,1,1,,1,
151,67,043000077467,O THAT'S GOOD Baked Potato Soup 16 OZ,10,10,,1,
152,69,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,1,
153,69,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,2,
154,69,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,3,
155,69,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,4,
156,69,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,5,
157,70,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,1,
158,70,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,2,
159,70,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,3,
160,70,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,4,
161,70,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,5,
162,71,,,,,,,
163,74,021000013869,,9.99,9.99,,1,
164,75,075925306254,,10.00,10.00,True,2,
165,75,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,True,3,
166,75,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,True,4,
167,76,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,1,
168,76,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,2,
169,76,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,3,
170,76,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,4,
171,76,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,5,
172,77,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,9.99,9.99,,1,
173,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,2,
174,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,3,
175,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,4,
176,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,5,
177,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,6,
178,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,7,
179,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,8,
180,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,9,
181,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,10,
182,78,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,11,
183,80,043000075821,"MAXWELL HOUSE Indulge Max Coffee Drink Mix, Mocha + Salted Caramel - 12 oz",1,1,,1,
184,82,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,0.99,0.99,,1,
185,83,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,1,
186,83,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,2,
187,83,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,3,
188,83,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,4,
189,83,021000667543,Dressing KRAFT Free Catalina 90 Ounce,9.99,9.99,,5,
190,84,013120013966,ORE-IDA Diced Hash Brown Potatoes 5 lb. Bag,1,1,,1,
191,88,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,,1,
192,88,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,,2,
193,88,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,,3,
194,88,021000068760,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,4.55,4.55,,4,
195,90,070277290107,,1,1,,1,
196,91,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,,1,
197,91,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,,2,
198,91,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,,3,
199,91,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,,4,
200,91,041129088005,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,5,5,,5,
201,92,013000993906,"HEINZ Cleaning Vinegar, 1 GAL",1,1,,1,
202,94,043000065198,"GEVALIA KAFFE Caramel Iced Coffee with Almond Milk, 33.8 fl oz",1,1,,1,
203,95,021000050765,,9.99,9.99,,1,
204,95,021000050765,,9.99,9.99,,2,
205,95,021000050765,,9.99,9.99,,3,
206,95,021000050765,,9.99,9.99,,4,
207,95,021000050765,,9.99,9.99,,5,
208,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,1,
209,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,2,
210,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,3,
211,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,4,
212,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,5,
213,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,6,
214,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,7,
215,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,8,
216,96,021000032778,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,9.99,9.99,,9,
217,97,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,,1,
218,97,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,,2,
219,97,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,,3,
220,97,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,,4,
221,97,043000046814,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",5,5,,5,
222,98,686924560242,OSCAR MAYER 98% Fat-Free Turkey Breast Shaved 9 OZ 068692456024,1,1,,1,
223,99,021000051113,,4.55,4.55,,1,
224,99,021000051113,,4.55,4.55,,2,
225,99,021000051113,,4.55,4.55,,3,
226,99,021000051113,,4.55,4.55,,4,
227,100,021000070787,BENIHANA Yakisoba Chicken 26 oz,1,1,,1,
228,101,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,1,
229,101,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,2,
230,101,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,3,
231,101,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,4,
232,101,043000058145,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,9.99,9.99,,5,
233,102,044700074602,"OSCAR MAYER Black Forest Chopped Ham Lunchmeat, 16 oz",1,1,,1,
234,103,021000007561,,4.66,4.66,,1,
235,104,043000013229,TASSIMO GEVALIA Cappuccino (BONUS 2-pack with 16 total servings),4.66,4.66,,1,
236,105,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5,5,,1,
237,105,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5,5,,2,
238,105,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5,5,,3,
239,105,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5,5,,4,
240,105,043000000960,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,5,5,,5,
241,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,1,
242,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,2,
243,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,3,
244,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,4,
245,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,5,
246,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,6,
247,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,7,
248,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,8,
249,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,9,
250,106,013000657600,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",1,1,,10,
251,107,017696004519,DELIMEX White Meat Chicken Taquitos 66 ct Box,9.99,9.99,,1,
252,108,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.48,13.48,,1010,
253,108,,KLARBRUNN 12PK 12 FL OZ,17.94,17.94,,1013,
254,108,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.96,1.96,,1016,
255,108,,KLARBRUNN 12PK 12 FL OZ,7.53,7.53,,1019,
256,108,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,6.90,6.90,,1022,
257,108,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,4.31,4.31,,1025,
258,109,017696004519,DELIMEX White Meat Chicken Taquitos 66 ct Box,0.99,0.99,,1,
259,110,044700092408,,9.99,9.99,,1,
260,110,044700092408,,9.99,9.99,,2,
261,110,044700092408,,9.99,9.99,,3,
262,110,044700092408,,9.99,9.99,,4,
263,110,044700092408,,9.99,9.99,,5,
264,112,043000023440,"Kool-Aid: Soft Drink Mix Singles Grape Unsweetened, 6.6 Oz (Innerpack of 12)",10,10,,1,
265,113,029000016187,"PLANTERS Nut Select Cashews Almonds Pecans, 8.25 Ounce",10,10,,1,
266,115,021000001361,PHILADELPHIA Snack BAR Strawberry CheeseC 1 CT 002100000136,9.99,9.99,,1,
267,116,029000020344,P3 Peanuts Beef Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,1,1,,1,
268,117,043000009604,COOL WHIP Original Whipped Topping 16 oz,1,1,,1,
269,118,021000024834,,9.99,9.99,,1,
270,118,021000024834,,9.99,9.99,,2,
271,118,021000024834,,9.99,9.99,,3,
272,118,021000024834,,9.99,9.99,,4,
273,118,021000024834,,9.99,9.99,,5,
274,119,071159020195,"CORN NUTS Ranch - 1.7 oz. bag, 216 per case",9.99,9.99,,1,
275,121,4011,ITEM NOT FOUND,23.00,23.00,False,1,
276,123,,12 CLASSIC COMBO J,3.09,3.09,,1010,
277,123,,10 CLASSIC COMBO J,3.09,3.09,,1011,
278,124,043000204399,"Jell-O Instant Pudding & Pie Filling French Vanilla, 3.4 Oz",1,1,,1,
279,125,021908236865,Goodbelly Probiotic Bar Honey Almond Butter Bar - 1 Count,10.00,10.00,,0,
280,128,4011,ITEM NOT FOUND,22.00,22.00,False,1,
281,130,043000060544,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",4.55,4.55,,1,
282,130,043000060544,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",4.55,4.55,,2,
283,130,043000060544,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",4.55,4.55,,3,
284,130,043000060544,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",4.55,4.55,,4,
285,132,021000034574,,9.99,9.99,,1,
286,132,021000034574,,9.99,9.99,,2,
287,132,021000034574,,9.99,9.99,,3,
288,132,021000034574,,9.99,9.99,,4,
289,132,021000034574,,9.99,9.99,,5,
290,134,043000057162,"MIO Liquid Water Enhancer 3-1.62 FL OZ Bottles (Lemonade, Berry Pomegranate, Strawberry Watermelon)",10,10,,1,
291,135,044700096284,OSCAR MAYER Natural Applewood Smoked Uncured Ham 8 oz,1,1,,1,
292,136,686924155783,ITEM NOT FOUND,1,1,,1,
293,152,016000156234,Fiber One Oats & Chocolate Chewy Bar - 2 Count,10.00,10.00,,0,
294,166,305210154278,VASELINE COCOA BUTTER SKIN MOISTURIZER LOTION CONDITIONING RP 34.5 OZ,10.00,10.00,,0,
295,167,4011,ITEM NOT FOUND,24.00,24.00,False,1,
296,171,001111132666,DOVE MEN PLUS CARE SOAP 4 CT AQUA IMPACT SP 16 OZ,10.00,10.00,,0,
297,177,089203700016,PURE LEAF CHAMOMILE HERBAL TEA .74 OZ,10.00,10.00,,0,
298,180,,FILL UP MEAL,3.09,3.09,,1009,
299,181,079400245328,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,10.00,10.00,,0,
300,185,001111147332,CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ,10.00,10.00,,0,
